fieldid,instance_id,path,category,field,participants,items,units,sexed,coding,notes,link,excluded,cat_mult_indicator_fields,cat_single_to_cat_mult,date_convert,valuetype,allow_regression
26891,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of caudalanteriorcingulate (right hemisphere),40098,41470,mm3,Unisex,,Volume of caudalanteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26891,,,,,Continuous,1
26892,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of caudalmiddlefrontal (right hemisphere),40098,41470,mm3,Unisex,,Volume of caudalmiddlefrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26892,,,,,Continuous,1
26893,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of cuneus (right hemisphere),40098,41470,mm3,Unisex,,Volume of cuneus in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26893,,,,,Continuous,1
26894,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of entorhinal (right hemisphere),40098,41470,mm3,Unisex,,Volume of entorhinal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26894,,,,,Continuous,1
26895,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of fusiform (right hemisphere),40098,41470,mm3,Unisex,,Volume of fusiform in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26895,,,,,Continuous,1
26896,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of inferiorparietal (right hemisphere),40098,41470,mm3,Unisex,,Volume of inferiorparietal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26896,,,,,Continuous,1
26897,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of inferiortemporal (right hemisphere),40098,41470,mm3,Unisex,,Volume of inferiortemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26897,,,,,Continuous,1
26898,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of isthmuscingulate (right hemisphere),40098,41470,mm3,Unisex,,Volume of isthmuscingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26898,,,,,Continuous,1
26899,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of lateraloccipital (right hemisphere),40098,41470,mm3,Unisex,,Volume of lateraloccipital in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26899,,,,,Continuous,1
26900,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of lateralorbitofrontal (right hemisphere),40098,41470,mm3,Unisex,,Volume of lateralorbitofrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26900,,,,,Continuous,1
26901,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of lingual (right hemisphere),40098,41470,mm3,Unisex,,Volume of lingual in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26901,,,,,Continuous,1
26902,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of medialorbitofrontal (right hemisphere),40098,41470,mm3,Unisex,,Volume of medialorbitofrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26902,,,,,Continuous,1
26903,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of middletemporal (right hemisphere),40098,41470,mm3,Unisex,,Volume of middletemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26903,,,,,Continuous,1
26904,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of parahippocampal (right hemisphere),40098,41470,mm3,Unisex,,Volume of parahippocampal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26904,,,,,Continuous,1
26905,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of paracentral (right hemisphere),40098,41470,mm3,Unisex,,Volume of paracentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26905,,,,,Continuous,1
26906,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of parsopercularis (right hemisphere),40098,41470,mm3,Unisex,,Volume of parsopercularis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26906,,,,,Continuous,1
26907,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of parsorbitalis (right hemisphere),40098,41470,mm3,Unisex,,Volume of parsorbitalis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26907,,,,,Continuous,1
26908,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of parstriangularis (right hemisphere),40098,41470,mm3,Unisex,,Volume of parstriangularis in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26908,,,,,Continuous,1
26909,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of pericalcarine (right hemisphere),40098,41470,mm3,Unisex,,Volume of pericalcarine in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26909,,,,,Continuous,1
26910,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of postcentral (right hemisphere),40098,41470,mm3,Unisex,,Volume of postcentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26910,,,,,Continuous,1
26911,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of posteriorcingulate (right hemisphere),40098,41470,mm3,Unisex,,Volume of posteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26911,,,,,Continuous,1
26912,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of precentral (right hemisphere),40098,41470,mm3,Unisex,,Volume of precentral in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26912,,,,,Continuous,1
26913,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of precuneus (right hemisphere),40098,41470,mm3,Unisex,,Volume of precuneus in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26913,,,,,Continuous,1
26914,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of rostralanteriorcingulate (right hemisphere),40098,41470,mm3,Unisex,,Volume of rostralanteriorcingulate in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26914,,,,,Continuous,1
26915,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of rostralmiddlefrontal (right hemisphere),40098,41470,mm3,Unisex,,Volume of rostralmiddlefrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26915,,,,,Continuous,1
26916,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of superiorfrontal (right hemisphere),40098,41470,mm3,Unisex,,Volume of superiorfrontal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26916,,,,,Continuous,1
26917,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of superiorparietal (right hemisphere),40098,41470,mm3,Unisex,,Volume of superiorparietal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26917,,,,,Continuous,1
26918,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of superiortemporal (right hemisphere),40098,41470,mm3,Unisex,,Volume of superiortemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26918,,,,,Continuous,1
26919,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of supramarginal (right hemisphere),40098,41470,mm3,Unisex,,Volume of supramarginal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26919,,,,,Continuous,1
26920,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of frontalpole (right hemisphere),40098,41470,mm3,Unisex,,Volume of frontalpole in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26920,,,,,Continuous,1
26921,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of transversetemporal (right hemisphere),40098,41470,mm3,Unisex,,Volume of transversetemporal in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26921,,,,,Continuous,1
26922,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white,192,Volume of insula (right hemisphere),40098,41470,mm3,Unisex,,Volume of insula in the right hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26922,,,,,Continuous,1
26923,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of TotalSurface (left hemisphere),40098,41470,mm2,Unisex,,Area of TotalSurface in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26923,,,,,Continuous,1
26924,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of bankssts (left hemisphere),40098,41470,mm2,Unisex,,Area of bankssts in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26924,,,,,Continuous,1
26925,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of caudalanteriorcingulate (left hemisphere),40098,41470,mm2,Unisex,,Area of caudalanteriorcingulate in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26925,,,,,Continuous,1
26926,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of caudalmiddlefrontal (left hemisphere),40098,41470,mm2,Unisex,,Area of caudalmiddlefrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26926,,,,,Continuous,1
26927,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of cuneus (left hemisphere),40098,41470,mm2,Unisex,,Area of cuneus in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26927,,,,,Continuous,1
26928,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of entorhinal (left hemisphere),40098,41470,mm2,Unisex,,Area of entorhinal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26928,,,,,Continuous,1
26929,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of fusiform (left hemisphere),40098,41470,mm2,Unisex,,Area of fusiform in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26929,,,,,Continuous,1
26930,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of inferiorparietal (left hemisphere),40098,41470,mm2,Unisex,,Area of inferiorparietal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26930,,,,,Continuous,1
26931,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of inferiortemporal (left hemisphere),40098,41470,mm2,Unisex,,Area of inferiortemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26931,,,,,Continuous,1
26932,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of isthmuscingulate (left hemisphere),40098,41470,mm2,Unisex,,Area of isthmuscingulate in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26932,,,,,Continuous,1
26933,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of lateraloccipital (left hemisphere),40098,41470,mm2,Unisex,,Area of lateraloccipital in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26933,,,,,Continuous,1
26934,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of lateralorbitofrontal (left hemisphere),40098,41470,mm2,Unisex,,Area of lateralorbitofrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26934,,,,,Continuous,1
26935,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of lingual (left hemisphere),40098,41470,mm2,Unisex,,Area of lingual in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26935,,,,,Continuous,1
26936,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of medialorbitofrontal (left hemisphere),40098,41470,mm2,Unisex,,Area of medialorbitofrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26936,,,,,Continuous,1
26937,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of middletemporal (left hemisphere),40098,41470,mm2,Unisex,,Area of middletemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26937,,,,,Continuous,1
26938,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parahippocampal (left hemisphere),40098,41470,mm2,Unisex,,Area of parahippocampal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26938,,,,,Continuous,1
26939,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of paracentral (left hemisphere),40098,41470,mm2,Unisex,,Area of paracentral in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26939,,,,,Continuous,1
26940,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parsopercularis (left hemisphere),40098,41470,mm2,Unisex,,Area of parsopercularis in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26940,,,,,Continuous,1
26941,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parsorbitalis (left hemisphere),40098,41470,mm2,Unisex,,Area of parsorbitalis in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26941,,,,,Continuous,1
26942,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parstriangularis (left hemisphere),40098,41470,mm2,Unisex,,Area of parstriangularis in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26942,,,,,Continuous,1
26943,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of pericalcarine (left hemisphere),40098,41470,mm2,Unisex,,Area of pericalcarine in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26943,,,,,Continuous,1
26944,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of postcentral (left hemisphere),40098,41470,mm2,Unisex,,Area of postcentral in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26944,,,,,Continuous,1
26945,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of posteriorcingulate (left hemisphere),40098,41470,mm2,Unisex,,Area of posteriorcingulate in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26945,,,,,Continuous,1
26946,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of precentral (left hemisphere),40098,41470,mm2,Unisex,,Area of precentral in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26946,,,,,Continuous,1
26947,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of precuneus (left hemisphere),40098,41470,mm2,Unisex,,Area of precuneus in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26947,,,,,Continuous,1
26948,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of rostralanteriorcingulate (left hemisphere),40098,41470,mm2,Unisex,,Area of rostralanteriorcingulate in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26948,,,,,Continuous,1
26949,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of rostralmiddlefrontal (left hemisphere),40098,41470,mm2,Unisex,,Area of rostralmiddlefrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26949,,,,,Continuous,1
26950,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of superiorfrontal (left hemisphere),40098,41470,mm2,Unisex,,Area of superiorfrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26950,,,,,Continuous,1
26951,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of superiorparietal (left hemisphere),40098,41470,mm2,Unisex,,Area of superiorparietal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26951,,,,,Continuous,1
26952,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of superiortemporal (left hemisphere),40098,41470,mm2,Unisex,,Area of superiortemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26952,,,,,Continuous,1
26953,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of supramarginal (left hemisphere),40098,41470,mm2,Unisex,,Area of supramarginal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26953,,,,,Continuous,1
26954,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of frontalpole (left hemisphere),40098,41470,mm2,Unisex,,Area of frontalpole in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26954,,,,,Continuous,1
26955,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of transversetemporal (left hemisphere),40098,41470,mm2,Unisex,,Area of transversetemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26955,,,,,Continuous,1
26956,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of TotalSurface (right hemisphere),40098,41470,mm2,Unisex,,Area of TotalSurface in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26956,,,,,Continuous,1
26957,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of bankssts (right hemisphere),40098,41470,mm2,Unisex,,Area of bankssts in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26957,,,,,Continuous,1
26958,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of caudalanteriorcingulate (right hemisphere),40098,41470,mm2,Unisex,,Area of caudalanteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26958,,,,,Continuous,1
26959,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of caudalmiddlefrontal (right hemisphere),40098,41470,mm2,Unisex,,Area of caudalmiddlefrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26959,,,,,Continuous,1
26960,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of cuneus (right hemisphere),40098,41470,mm2,Unisex,,Area of cuneus in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26960,,,,,Continuous,1
26961,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of entorhinal (right hemisphere),40098,41470,mm2,Unisex,,Area of entorhinal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26961,,,,,Continuous,1
26962,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of fusiform (right hemisphere),40098,41470,mm2,Unisex,,Area of fusiform in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26962,,,,,Continuous,1
26963,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of inferiorparietal (right hemisphere),40098,41470,mm2,Unisex,,Area of inferiorparietal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26963,,,,,Continuous,1
26964,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of inferiortemporal (right hemisphere),40098,41470,mm2,Unisex,,Area of inferiortemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26964,,,,,Continuous,1
26965,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of isthmuscingulate (right hemisphere),40098,41470,mm2,Unisex,,Area of isthmuscingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26965,,,,,Continuous,1
26966,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of lateraloccipital (right hemisphere),40098,41470,mm2,Unisex,,Area of lateraloccipital in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26966,,,,,Continuous,1
