"FieldID","Category","Path","Field","ValueType","DataCoding","Excluded","CatMultIndicatorFields","CatSingleToCatMult","DateConvert","Participants","Items","Units","Strata","Instances","Array","Notes","Link","phenoCategory","covarType"
27679,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-interm-prim-Jensen (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40094,41466,"mm","Derived",2,1,"Mean thickness of S-interm-prim-Jensen in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27679","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27680,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-intrapariet+P-trans (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-intrapariet+P-trans in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27680","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27681,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-oc-middle+Lunatus (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-oc-middle+Lunatus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27681","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27682,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-oc-sup+transversal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-oc-sup+transversal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27682","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27683,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-occipital-ant (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-occipital-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27683","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27684,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-oc-temp-lat (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-oc-temp-lat in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27684","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27685,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-oc-temp-med+Lingual (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-oc-temp-med+Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27685","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27686,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-orbital-lateral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-orbital-lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27686","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27687,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-orbital-med-olfact (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-orbital-med-olfact in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27687","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27688,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-orbital-H-Shaped (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-orbital-H-Shaped in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27688","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27689,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-parieto-occipital (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-parieto-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27689","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27690,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-pericallosal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-pericallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27690","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27691,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-postcentral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27691","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27692,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-precentral-inf-part (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-precentral-inf-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27692","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27693,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-precentral-sup-part (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-precentral-sup-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27693","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27694,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-suborbital (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-suborbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27694","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27695,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-subparietal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-subparietal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27695","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27696,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-temporal-inf (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27696","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27697,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-temporal-sup (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm","Derived",2,1,"Mean thickness of S-temporal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27697","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27698,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Mean thickness of S-temporal-transverse (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40097,41469,"mm","Derived",2,1,"Mean thickness of S-temporal-transverse in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27698","Freesurfer a2009s","centerSexHeadXYZ_t1NoETIV"
27699,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-frontomargin (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-frontomargin in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27699","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27700,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-occipital-inf (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-occipital-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27700","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27701,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-paracentral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-paracentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27701","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27702,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-subcentral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-subcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27702","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27703,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-transv-frontopol (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-transv-frontopol in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27703","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27704,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-cingul-Ant (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-cingul-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27704","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27705,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-cingul-Mid-Ant (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-cingul-Mid-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27705","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27706,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G+S-cingul-Mid-Post (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G+S-cingul-Mid-Post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27706","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27707,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-cingul-Post-dorsal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-cingul-Post-dorsal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27707","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27708,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-cingul-Post-ventral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-cingul-Post-ventral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27708","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27709,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-cuneus (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-cuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27709","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27710,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-front-inf-Opercular (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-front-inf-Opercular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27710","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27711,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-front-inf-Orbital (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-front-inf-Orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27711","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27712,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-front-inf-Triangul (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-front-inf-Triangul in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27712","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27713,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-front-middle (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27713","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27714,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-front-sup (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27714","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27715,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-Ins-lg+S-cent-ins (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-Ins-lg+S-cent-ins in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27715","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27716,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-insular-short (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-insular-short in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27716","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27717,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-occipital-middle (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-occipital-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27717","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27718,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-occipital-sup (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-occipital-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27718","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27719,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-oc-temp-lat-fusifor (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-oc-temp-lat-fusifor in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27719","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27720,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-oc-temp-med-Lingual (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-oc-temp-med-Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27720","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27721,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-oc-temp-med-Parahip (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-oc-temp-med-Parahip in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27721","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27722,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-orbital (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27722","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27723,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-pariet-inf-Angular (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-pariet-inf-Angular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27723","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27724,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-pariet-inf-Supramar (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-pariet-inf-Supramar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27724","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27725,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-parietal-sup (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-parietal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27725","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27726,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-postcentral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27726","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27727,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-precentral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-precentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27727","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27728,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-precuneus (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-precuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27728","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27729,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-rectus (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-rectus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27729","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27730,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-subcallosal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-subcallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27730","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27731,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-temp-sup-G-T-transv (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-temp-sup-G-T-transv in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27731","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27732,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-temp-sup-Lateral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-temp-sup-Lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27732","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27733,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-temp-sup-Plan-polar (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-temp-sup-Plan-polar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27733","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27734,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-temp-sup-Plan-tempo (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-temp-sup-Plan-tempo in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27734","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27735,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-temporal-inf (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27735","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27736,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of G-temporal-middle (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of G-temporal-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27736","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
